StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_7,Q9_8,Q9_9,Q9_10,Q26_1,Q26_2,Q26_3,Q26_4,Q26_5,Q26_6,Q26_7,Q26_8,Q26_9,Q26_10,Q30,Q28_1,Q28_2,Q28_3,Q28_4,Q28_5,Q28_6,Q28_7,Q28_8,Q28_9,Q28_10,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11_7,Q11_8,Q11_9,Q11_10,Q31,Q13_1,Q13_2,Q13_3,Q13_4,Q13_5,Q13_6,Q13_7,Q13_8,Q13_9,Q13_10,Q29_1,Q29_2,Q29_3,Q29_4,Q29_5,Q29_6,Q29_7,Q29_8,Q29_9,Q29_10,Q20,Q18,Q19,Q19_6_TEXT,Q26,Q21,Q22,Q21,Q25,Q25_17_TEXT,Q23,Q24,Q25,Q16_1,Q16_2,Q16_3
2020-10-09 17:07:50,2020-10-09 17:24:48,IP Address,69.115.216.219,100,1017,True,2020-10-09 17:24:48,R_2xFuMY7hvqZkbQ1,,,,,40.9123992919921875,-74.4113006591796875,anonymous,EN,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Neutral,Neutral,Strongly Disagree,Neutral,Neutral,Strongly Disagree,Somewhat Agree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,False,Strongly Disagree,Neutral,,Neutral,Strongly Disagree,Strongly Disagree,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Disagree,Neutral,Neutral,Neutral,Neutral,Strongly Disagree,Neutral,Neutral,True,Neutral,Neutral,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Neutral,Strongly Disagree,Neutral,Neutral,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Neutral,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,35-44 years old,Male,White,,"Northeast - CT, DC, DE, MA, MD, ME, NH, NJ, NY, PA, RI, VT",Married or domestic partnership,"$100,000 to $149,999",No,"Pop,Rock,Hip hop,Jazz,Heavy metal",,"$0,Less than $25,$25 to $50,$50 to $100","$0,Less than $25,$25 to $50,$50 to $100","$0,Less than $25,$25 to $50,$50 to $100",-2,1,2
2020-10-09 17:39:19,2020-10-09 17:47:08,IP Address,73.17.7.241,100,468,True,2020-10-09 17:47:08,R_pzVnYC8rPfJYWhr,,,,,41.3867950439453125,-70.535003662109375,anonymous,EN,Neutral,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Neutral,Somewhat Agree,Somewhat Disagree,Strongly Disagree,Somewhat Agree,Somewhat Disagree,Strongly Disagree,Neutral,Somewhat Disagree,Somewhat Agree,False,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Disagree,Neutral,Strongly Disagree,Strongly Disagree,Neutral,Neutral,Neutral,Strongly Disagree,False,Somewhat Agree,Strongly Disagree,Neutral,Somewhat Agree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Neutral,Somewhat Agree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Neutral,Neutral,Somewhat Agree,Somewhat Disagree,Neutral,Strongly Disagree,35-44 years old,Female,White,,"Northeast - CT, DC, DE, MA, MD, ME, NH, NJ, NY, PA, RI, VT",Married or domestic partnership,"$150,000 or more",No,"Pop,Rock",,$100 to $250,Less than $25,Less than $25,-2,2,2
2020-10-10 00:21:02,2020-10-10 00:34:08,IP Address,69.142.62.46,100,785,True,2020-10-10 00:34:08,R_pnmFPmodw09XwMp,,,,,40.3751068115234375,-74.925201416015625,anonymous,EN,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Strongly Agree,Neutral,Strongly Agree,Somewhat Agree,Neutral,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Agree,False,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Strongly Disagree,Somewhat Agree,Somewhat Disagree,Strongly Disagree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,False,Somewhat Agree,Somewhat Agree,Strongly Agree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Disagree,35-44 years old,Male,Other,,"Northeast - CT, DC, DE, MA, MD, ME, NH, NJ, NY, PA, RI, VT",Married or domestic partnership,"$150,000 or more",No,"Pop,Rock,Hip hop,Jazz,Blues,Musical theater,Classical,R&B",,"$0,Less than $25,$25 to $50,$50 to $100,$100 to $250,$250 to $500,More than $500","$0,Less than $25,$25 to $50,$50 to $100","$0,Less than $25",,2,2
2020-10-10 04:56:05,2020-10-10 05:06:14,IP Address,35.134.9.109,100,609,True,2020-10-10 05:06:15,R_2ZHwmgwT2bkRCTC,,,,,42.1493988037109375,-71.656402587890625,anonymous,EN,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Somewhat Disagree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Neutral,True,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Disagree,Neutral,Strongly Agree,Strongly Agree,Neutral,Somewhat Disagree,Somewhat Agree,Strongly Agree,Neutral,Neutral,Somewhat Disagree,Somewhat Agree,Strongly Agree,Somewhat Disagree,Strongly Agree,Neutral,True,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Neutral,Somewhat Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Neutral,Somewhat Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,35-44 years old,Female,White,,"Northeast - CT, DC, DE, MA, MD, ME, NH, NJ, NY, PA, RI, VT",Married or domestic partnership,"$100,000 to $149,999",No,"Pop,Rock,Hip hop",,"$0,Less than $25,$25 to $50,$50 to $100","$0,Less than $25,$25 to $50,$50 to $100","$0,Less than $25,$25 to $50",1,0,2
2020-10-08 15:34:06,2020-10-10 06:33:11,IP Address,24.46.3.150,100,140344,True,2020-10-10 06:33:11,R_3KuLLJZgg7fL2ZI,,,,,40.9654998779296875,-74.30159759521484375,anonymous,EN,Somewhat Agree,Strongly Disagree,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Somewhat Disagree,Strongly Agree,Strongly Agree,Somewhat Disagree,Neutral,Strongly Agree,Neutral,Somewhat Agree,Neutral,Neutral,Somewhat Disagree,True,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Somewhat Disagree,Strongly Disagree,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Neutral,True,Somewhat Agree,Neutral,Strongly Disagree,Neutral,Somewhat Agree,Somewhat Disagree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Neutral,45-54 years old,Male,White,,"Northeast - CT, DC, DE, MA, MD, ME, NH, NJ, NY, PA, RI, VT",Married or domestic partnership,"$150,000 or more",Yes,"Pop,Rock,Blues,Heavy metal,Classical,Country,R&B,Other",Americana,"$0,Less than $25,$25 to $50,$50 to $100,$100 to $250","$0,Less than $25,$25 to $50,$50 to $100","$0,Less than $25",,2,2
2020-10-10 08:55:17,2020-10-10 09:07:21,IP Address,45.46.231.127,100,723,True,2020-10-10 09:07:21,R_6MDp4i86Sm4UK1X,,,,,42.6654052734375,-77.062103271484375,anonymous,EN,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Agree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Neutral,Strongly Disagree,Somewhat Agree,Neutral,Somewhat Disagree,False,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Strongly Disagree,Strongly Agree,Neutral,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Strongly Disagree,Somewhat Disagree,Strongly Disagree,False,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Strongly Disagree,,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Disagree,75 years or older,Female,White,,"Northeast - CT, DC, DE, MA, MD, ME, NH, NJ, NY, PA, RI, VT",Married or domestic partnership,"$75,000 to $99,999",No,"Jazz,Blues,Folk,Classical,Country",,"$0,Less than $25,$25 to $50","$0,Less than $25","$0,Less than $25",-2,2,2
2020-10-09 13:44:36,2020-10-10 12:07:41,IP Address,69.119.1.99,100,80584,True,2020-10-10 12:07:41,R_8e8x0duIIb9lrTH,,,,,40.846893310546875,-74.16049957275390625,anonymous,EN,Somewhat Disagree,Strongly Agree,Somewhat Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Neutral,Neutral,Strongly Agree,Strongly Disagree,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Disagree,True,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Somewhat Agree,Strongly Disagree,Somewhat Disagree,Somewhat Agree,Neutral,Strongly Disagree,Somewhat Disagree,Somewhat Disagree,Strongly Disagree,Somewhat Disagree,Strongly Disagree,Somewhat Agree,Somewhat Disagree,True,Somewhat Agree,Neutral,Strongly Agree,Somewhat Disagree,Strongly Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Strongly Disagree,Somewhat Disagree,Strongly Disagree,Somewhat Disagree,Strongly Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Strongly Disagree,25-34 years old,Male,White,,"Northeast - CT, DC, DE, MA, MD, ME, NH, NJ, NY, PA, RI, VT","Single, never married","$25,000 to $34,999",Yes,"Rock,Folk,Other","Punk, Ska","$50 to $100,$100 to $250",$25 to $50,Less than $25,-2,1,2
2020-10-10 20:55:38,2020-10-10 21:00:49,IP Address,66.108.178.229,100,310,True,2020-10-10 21:00:49,R_3fvOmiKRhowkPVG,,,,,40.6002044677734375,-74.1468963623046875,anonymous,EN,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Neutral,Neutral,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Disagree,False,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Neutral,Neutral,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,True,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,18-24 years old,Female,"White,Native American or American Indian",,"Northeast - CT, DC, DE, MA, MD, ME, NH, NJ, NY, PA, RI, VT","Single, never married","$35,000 to $49,999",Yes,"Pop,Rock,Hip hop,Country,R&B,EDM",,$250 to $500,$50 to $100,$25 to $50,0,2,2
2020-10-10 23:33:57,2020-10-11 00:11:21,IP Address,50.76.65.177,100,2243,True,2020-10-11 00:11:21,R_31ZXiUyqKFhWrY6,,,,,42.191192626953125,-88.22010040283203125,anonymous,EN,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Neutral,Somewhat Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Somewhat Agree,Strongly Agree,Neutral,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Strongly Agree,Somewhat Disagree,Strongly Agree,Somewhat Agree,False,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Disagree,Strongly Disagree,Strongly Agree,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Strongly Agree,Somewhat Disagree,Neutral,Strongly Disagree,Strongly Disagree,Somewhat Disagree,18-24 years old,Female,White,,"Midwest - IA, IL, IN, KS, MI, MN, MO, ND, NE, OH, SD, WI","Single, never married",,,"Pop,Rock,Heavy metal,Musical theater,R&B,Other",Alternative,"$0,Less than $25,$25 to $50,$50 to $100","$0,Less than $25,$25 to $50","$0,Less than $25",2,0,2
2020-10-11 09:48:19,2020-10-11 09:59:38,IP Address,70.95.110.78,100,679,True,2020-10-11 09:59:39,R_2QXtM5xXdMEZkbL,,,,,32.8191986083984375,-117.1002044677734375,anonymous,EN,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,,Neutral,Strongly Agree,Neutral,Neutral,Strongly Agree,Somewhat Disagree,Strongly Disagree,Neutral,Somewhat Agree,Neutral,False,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Disagree,True,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Disagree,45-54 years old,Female,White,,"West - AK, CA, CO, HI, ID, MT, NV, OR, UT, WA, WY",Married or domestic partnership,"$100,000 to $149,999",No,"Pop,Rock,Jazz,Blues,Folk,Classical,Country,R&B,Other",Contemporary Christian,$50 to $100,$25 to $50,Less than $25,-2,2,2
2020-10-11 17:58:44,2020-10-11 18:03:48,IP Address,184.102.219.38,100,304,True,2020-10-11 18:03:49,R_3nGzOlON6elh66U,,,,,41.07110595703125,-74.80680084228515625,anonymous,EN,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Somewhat Disagree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Agree,True,Neutral,Somewhat Agree,Strongly Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Neutral,Strongly Agree,Somewhat Disagree,False,Somewhat Disagree,Strongly Disagree,Somewhat Disagree,Somewhat Disagree,Strongly Disagree,Somewhat Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Neutral,Neutral,Strongly Disagree,25-34 years old,Female,White,,"Northeast - CT, DC, DE, MA, MD, ME, NH, NJ, NY, PA, RI, VT",Married or domestic partnership,"$150,000 or more",Yes,"Pop,Rock,Musical theater,Country",,"$0,Less than $25,$25 to $50,$50 to $100,$100 to $250","$0,Less than $25","$0,Less than $25",-1,1,2
2020-10-05 16:37:12,2020-10-05 16:37:25,IP Address,24.46.2.237,8,13,False,2020-10-12 16:37:55,R_2XdFbiAMlxn5KPs,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-05 16:33:07,2020-10-05 16:38:18,IP Address,104.173.222.5,28,310,False,2020-10-12 16:38:25,R_2U4rC4n59G62CrE,,,,,,,anonymous,EN,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Somewhat Disagree,Neutral,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Agree,True,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-05 16:45:11,2020-10-05 16:49:55,IP Address,108.53.72.189,36,283,False,2020-10-12 16:50:33,R_3p5r2OqFvzGHl3m,,,,,,,anonymous,EN,Somewhat Disagree,Somewhat Agree,Strongly Agree,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Strongly Agree,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Neutral,Neutral,Neutral,True,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Strongly Disagree,Somewhat Agree,Neutral,Strongly Agree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-05 16:50:46,2020-10-05 16:51:00,IP Address,98.35.48.112,8,14,False,2020-10-12 16:51:06,R_24I5O2WQQ0KDoIV,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-05 16:52:21,2020-10-05 16:52:29,IP Address,107.77.223.108,8,7,False,2020-10-12 16:52:36,R_ROFhWv15yLf3zot,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-05 16:53:19,2020-10-05 16:59:23,IP Address,100.8.44.47,28,363,False,2020-10-12 16:59:37,R_06OkvTeVNvipfgt,,,,,,,anonymous,EN,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Disagree,Strongly Agree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Strongly Agree,Somewhat Agree,Strongly Disagree,Neutral,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,True,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Neutral,Neutral,Somewhat Disagree,Somewhat Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-05 16:53:30,2020-10-05 17:00:40,IP Address,107.77.223.108,48,430,False,2020-10-12 17:00:43,R_VQpJDttNB6gmf7P,,,,,,,anonymous,EN,Somewhat Agree,,Neutral,Neutral,Somewhat Agree,Neutral,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Neutral,Neutral,Strongly Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Strongly Disagree,True,Strongly Agree,Somewhat Agree,Neutral,Somewhat Agree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Disagree,True,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Disagree,Somewhat Disagree,Somewhat Disagree,Strongly Agree,Somewhat Agree,Somewhat Agree,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-12 17:11:58,2020-10-12 17:19:18,IP Address,149.151.51.80,100,439,True,2020-10-12 17:19:19,R_1cZzDJw4xJrHYUP,,,,,40.926605224609375,-74.18180084228515625,anonymous,EN,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,False,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,18-24 years old,Male,White,,"Northeast - CT, DC, DE, MA, MD, ME, NH, NJ, NY, PA, RI, VT","Single, never married","$50,000 to $74,999",No,"Pop,Rock,Hip hop,Jazz,Blues,Heavy metal,Musical theater,Classical,Country,R&B",,"Less than $25,$25 to $50,$50 to $100","$0,Less than $25","$0,Less than $25",2,1,2
2020-10-05 17:24:06,2020-10-05 17:27:44,IP Address,35.132.145.164,12,218,False,2020-10-12 17:27:52,R_31N9paAJd6F27VA,,,,,,,anonymous,EN,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-05 17:37:03,2020-10-05 17:40:46,IP Address,74.105.42.144,28,222,False,2020-10-12 17:41:01,R_2u7RH0Qknh4c4Zr,,,,,,,anonymous,EN,Neutral,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Disagree,Strongly Agree,Neutral,Strongly Agree,Strongly Disagree,Neutral,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Disagree,True,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-05 18:06:39,2020-10-05 18:07:26,IP Address,170.200.144.11,8,46,False,2020-10-12 18:07:42,R_Rf9g8pFqWftzIL7,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-05 18:11:47,2020-10-05 18:12:00,IP Address,173.70.162.52,8,12,False,2020-10-12 18:12:02,R_Y46mMP37sGTubv3,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-05 18:57:36,2020-10-05 18:58:09,IP Address,173.63.86.247,8,33,False,2020-10-12 18:59:06,R_3dYN2LfVhFoBJpu,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-05 20:07:21,2020-10-05 20:08:13,IP Address,149.151.77.70,8,52,False,2020-10-12 20:08:29,R_55B4yMr0HhHZZ4t,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-05 20:36:18,2020-10-05 20:39:10,IP Address,47.18.100.165,28,171,False,2020-10-12 20:39:29,R_3hDslpFbDLrpij9,,,,,,,anonymous,EN,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Disagree,Strongly Agree,Strongly Agree,Somewhat Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,False,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Disagree,Neutral,Strongly Disagree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-05 20:50:08,2020-10-05 20:59:14,IP Address,73.99.74.196,44,545,False,2020-10-12 20:59:44,R_31M1GaXXuBy7HDv,,,,,,,anonymous,EN,Neutral,Somewhat Agree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Neutral,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Somewhat Agree,,Somewhat Disagree,Strongly Agree,Neutral,Strongly Disagree,Somewhat Agree,Neutral,Somewhat Disagree,False,Strongly Disagree,Somewhat Disagree,Somewhat Disagree,Neutral,Strongly Disagree,Strongly Disagree,Neutral,Somewhat Disagree,Neutral,Somewhat Disagree,Strongly Disagree,Somewhat Disagree,Strongly Disagree,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,True,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Strongly Disagree,Somewhat Disagree,Neutral,Somewhat Disagree,Neutral,Strongly Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,
